root_id	root_tweet	reply_id	reply_tweet	root_stance	reply_stance	reply_as_root
1301945804589064192	Bijzonder dat een talkshowhost zo stelling neemt. https://t.co/pikcOl5kV1	1302210265082101761	@stomphorst Ja bijzonder he. Ze is gewoon uniek! En ik heb daar heel veel respect voor https://t.co/2GacyuzZYk	Unrelated	Unrelated	
1302217243917508608	1/2 Aan het einde van artikel in de Volkskrant over immuniteit en Corona, stelt viroloog Van Egmond terechte vraag, na conclusie dat uiteindelijk maar een klein percentage ziek wordt https://t.co/VMRnW6ZoP2	1302217721388634112	2/2 beter dan inzetten op iedereen vaccineren, lijkt me inzetten op het antwoord op de vraag van deze viroloog: âwaarom reageren sommige mensen zo slecht op dit virusâ?	Unrelated	Unrelated	
1301818119552471040	Ik ben het VERTROUWEN in de Belgische, ook in de Vlaamse #politiek, van A tot Z, VOLLEDIG KWIJT. Nog iemand ?	1302223299880067075	@FransVerstrepe2 nooit vertrouwen gehad .... https://t.co/ZS32G5rwy7	Unrelated	Unrelated	
1302240653129195520	Aha. Zo zit dat dus. https://t.co/PMrtAGKK14	1302243191270387712	@kimcastenmiller Nou dat hoop ik niet met die insteek van het vaccin.ð³	Unrelated	Unrelated	
1302206878475264000	Als vanaf vandaag alleen de doden en ziekenhuisopnames in elk land dagelijks worden beschreven ipv besmettingen, hoe lang zou het dan duren voordat iederéén wakker is?	1302250875793092615	@IkNet Onbegrijpelijk toch? Maar ja, het narratief moet ten koste van alles doorgezet worden, tot aan HET vaccin. Of dat nou veilig is of niet.	Unrelated	Unrelated	
1299791625573601280	#Nieuwsuur #nosjournaal #Berlin2908 Terwijl de MSM alles probeert om de protesten van zaterdag in oa Berlijn en London te downsizen, weten we inmiddels via social media allang beter...Ze waren krachtig en massaal! Het volk pikt het opgelegde communisme 2.0 niet langer #GameOver https://t.co/gbFCZGgfhJ	1302268841213472769	@horse_54 @HellingsTony @Ovi00seven @Krekelstein Addie je roept constant aantoonbare onzin. Het is geen patent van de overheid en het is geen patent over een griepvaccin.	Unrelated	Unrelated	
1302260037230919680	Geen verkiezingen nodig. https://t.co/MosjfqwDaM	1302273779150794754	"@lorinparys123 Toepasselijk ð

Een autoritair regime verliest zijn greep

https://t.co/pyjKR3GM0x https://t.co/lbMiwXo0z8"	Unrelated	Unrelated	
1302218604134490115	"Er schreed hier zonet een dijnend gordijn voorbij mijn raam, onverstaanbaartalig luidkeelskwebbelend, tegen een lichtgevend stukske plastiek voor zich vooruithoudend.
't Is mijn buurvrouw. Ik zie liever vrolijk opzwaaiend meisjeshaar. Doch ja, ik heb mijnen tijd gehad, vrees ik."	1302274562315423744	@sen2gert ð Moeilijk in te schatten hÃ©, maar denk dat jij mijn foto nog normaal geweten hebt, want jij bent al hÃ©Ã©l lang mijn volgertje he... Van in de tijd van grollen en grapjes met @Didder_87.  Een jaar of 5 geleden denk ik. Zal toen andere profielfoto geweest zijn...	Unrelated	Unrelated	
1302276226439163904	VN moest gedwongen toegeven dat het door Bill en Melinda Gates gefinancierd Polio vaccin een polio uitbraak heeft veroorzaakt met vele ernstige slachtoffers... https://t.co/gAd4tbesz3	1302279707770093569	@LokaalGeld @yolandaelizabet Hier zullen ook honderdduizenden wappies in de rij staan om een zogenaamd #COVIDã¼19 vaccin te bemachtigen. #coronamaatregelen	Unrelated	Unrelated	
1302202207954235392	"Er wordt al tientallen jaren zonder resultaat aan een vaccin tegen dementie, aids, of kanker gewerkt...tegen covid19, een totaal nieuw ""virus"", hebben ze binnen een paar maanden een vaccin, dat ze iedereen willen opdringen. Ben ik de enige die daar zeer grote vraagtekens bij zet?"	1302301324936175616	@OrdeVanRode Van een vaccin krijg je juist dementie door nano aluminium	Against	Elaborate	
1179458934106738688	"President Trump houdt nu een gezamenlijke persconferentie met de president van Finland. 

Finland! Een land met maar 6 miljoen inwoners, op de lijst van wereldeconomieeen op de 45ste plaats

Wat moet ons land doen om ook eens een persconferentie te krijgen?"	1302314560557330432	@Bourgonje @Yapo_el_guapo @Swaffel2 @john_mommers @CoopZor @JokeBruis38 @Jerovn @PossiblyWim @0987654321Id @buzztruus @LiesbethHHDFoto @fernandes_shai @hjpschaab @gbronkhorst @PapolilSunshine @Cr1t1calTh1nk3r @sir_craps @flambo__ @PieterHendrikse @TellerOfWisdom @AudioVD @ann77032310 @WMN4SRVL @ucvR3XxHiy6YcEu @kennis_dennis @MrRWandB @ger2591 @Djeep_ @HeavenCanWait77 @JB_Hilterman @jjmvee @Maria_Serenita @horsemen345 @NuchterBurger @MarcelTheStifm1 @ikhebgezien @Mawufeasi @Mans516 @TerpTheatre @Michonnet @pirateonboard @Obe_85 @PaulEvanUden @TheRealTrista11 @asifonly1 @Dutchfan33 @InterestedDutch @Patrickvkatwijk @ProjectLincoln @MittRomney WAT te ontwijken? Buiten Je Bubble is dit allang doorgeprikt ððª	Unrelated	Unrelated	
1302305010181644289	Panhard uit 1956 glijdt de sloot in door olie op de weg https://t.co/KDHxjt2Elt	1302322223852728320	@112groningennl En ook hier zal geen onderzoek  worden gedaan wie de olie heeft veloren......	Unrelated	Unrelated	
1302333259599273989	"1. COVID-19 en de rol van kinderen: met de kennis van toen en nu

Op 20 april 2020 bracht het OMT advies uit ten aanzien van de te verwachten effecten op de volksgezondheid van de in de transitiestrategie geformuleerde versoepelingen van maatregelen.

https://t.co/VVeaGiei6G"	1302336867837321216	37. De verandering in het aantal besmettingen in de leeftijdsgroep van 0-9 jaar is daarmee praktisch gelijk aan het gemiddelde over alle leeftijden 14.1%. https://t.co/CzvUt2G2LI	Unrelated	Unrelated	
1302290876006313986	"Ken je dat dat ineens alles teveel is elk geluidje.. elke beweging van een ander..gewoon alles irriteert? 

#geiriteerd #ADHD"	1302342711920517121	@mamavan4plus3 Ja! Ik ken het. Vaak ben ik dan overprikkeld. Of ik wil me concentreren, maar dat die kleine geluiden me dan uit mijn concentratie houden. Het kan me echt triggeren. ð¤	Unrelated	Unrelated	
1305915532248412160	"We hebben de ombudsman weten te strikken voor Durf Te Vragen. Binnenkort beantwoordt hij jullie vragen: bijvoorbeeld over #schulden of financiële problemen door de #coronacrisis. Wat zou jij aan Reinier van Zutphen willen vragen?
@nat_ombudsman https://t.co/RuoSmhVktV"	1306000693938061312	"@omroephuman @nat_ombudsman Waarom n overheid, i.d. Ministerie onderwijs, n voorwaardelijke beslissing neemt en daar zonder informatie tov. burgers n definitief besluit v maakt? Ze doen niet wat ze zelf zeggen.Maken mensen kapot. Ned.overheid is onbetrouwbaar&amp; zonder interesse, als er geen politiek gewin is https://t.co/aHHYkNO3gy"	Unrelated	Unrelated	
1306006377941422080	Van wie kwam de stelling dat covid-19 maar een griepje was ?	1306007729220313089	Wie is er zeer hoopvol en positief over een spoedig covid-19 vaccin ?	Unrelated	Unrelated	
1306098932058066945	De Amerikaanse president Donald Trump heeft dinsdag gezegd dat er mogelijk een coronavaccin is in drie à vier weken https://t.co/CWS6eihuhk	1306105902815154178	@ADnl De wetenschappers die er mee bezig zijn, zeggen iets heel anders. Hij WIL een vaccin, voor de verkiezingen. De Gluiperd.	Neutral	Disagree	
1306107824389398530	De MSM doen er alles aan vaccins op te dringen, net alsof de mens niet zonder kan. Dat ze zo massaal een spuitje promoten moet toch te denken geven dat er iets niet klopt, het grote geld zit erachter want voor onze gezondheid heeft het weinig zin. Het verzwakt het immuunsysteem. https://t.co/Ufk7HNoyE9	1306110107890130944	"@Protect_Nation Geen vaccinatie laat het menselijk leven Ã©Ã©n dag langer duren dan sowieso in de planning lag.. 
Ã³f een dag korter.
Het is echter wel fijn als je de aan jou toegemeten tijd kunt doorbrengen zonder dat er met je DNA geklooid is door NWO-overheden met stiekeme, wazige plannetjes."	Against	Elaborate	
1306102342794739714	"Blijf het bijzonder vinden dat een dochter van een rechterhand van een #dictator uit #Liberia , denkt dat zij zelf een Officier van Justitie mag uitkiezen en als dat niet lukt , dan alle andere Officieren v Justitie als incapabel wegzet .

Zonder consequenties .

#gargard
#smeets"	1306117443358806016	"@moeva18 Vond ik altijd leuk, mocht ik een pijnprikkel toepassen.
Tja, je wil toch weten of het ernstig is.
Mijn pijnprikkels waren heel genezend, want ze reageerden altijd.
Doctor Joost to the rescue."	Unrelated	Unrelated	
1305544853271572480	@KPNwebcare Mijn dataroaming in België werkt niet meer. Ik zie Orange staan en 4G daarachter, maar mijn iPhone blijft volhouden dat er geen verbinding is. Wat kan ik doen?	1306127575937355776	@KPNwebcare Geen probleem, ik ben zelf ook vrij druk. Geprobeerd, maar dat werkt niet helaas. Als ik hem op 3G zet werkt het wel. Dus er is wel een mogelijkheid, maar niet heel ideaal. Wat kan ik nog meer proberen? https://t.co/X0lQtgZ0JM	Unrelated	Unrelated	
1306143029582069761	"Wave Wednesday op @KINKpuntnl in KINK RUSH HOUR Welke wil je horen? 

Talking Heads - Crosseyed and Painless 
Tom Tom Club -  Genius of Love"	1306153823996649472	@TimOphetBroek @KINKpuntnl Ik heb nog 2 cassette bandjes bewaard. Dit is er 1 van https://t.co/Y2G1LFD4En	Unrelated	Unrelated	
1306076119762907137	Trump:vaccin kan binnen 3 a 4 weken https://t.co/0J8tzSl7iV	1306153963671166976	@Teletekst In maart verwachtte de WHO dat er dit jaar nog geen vaccin beschikbaar zou komen. They were wrong. https://t.co/msF0lG4HQa	Neutral	Elaborate	
1306150357496737792	mAaR wIlLeM eNgEl Is EeN wEtEnScHaPpeR https://t.co/3iQ7uYmaeX	1306177661899886593	"@GeertenWaling De overheid informeert zijn burgers goed en eerlijk? Vaccin, vaccin, vaccin. 

Werkelijk niets over voeding, beweging, supplementen of andere simpele zaken die mensen kunnen doen om hun weerstand te verbeteren."	Unrelated	Unrelated	
1306193026331693056	Ik leer nu veel over planten joh. Ideaal zon app. Alleen moet ik na 7 dagen betalen. Maar naja het is wel ideaal	1306194538575392768	@kusjevanjegirl Je bedoel deze plant toch ð https://t.co/U8wFSJ2G98	Unrelated	Unrelated	
1306175566085791745	Alarm! https://t.co/XompfRZGu8	1306195365465591808	"@FlavioPasquino Flavio, ik las de RIVM-toelichting https://t.co/lXbZSeExEe

Hoe geloofwaardig is die uitleg?!? Ik zie weer een Weltschmerz aankomen - en een ðVACCINð uiteraard!"	Unrelated	Unrelated	
1306204458175598592	Virologen zetten grote vraagtekens bij de mededeling van Donald Trump dat er mogelijk binnen drie tot vier weken een coronavaccin in de Verenigde Staten is. https://t.co/XM1Fq7Yzob	1306205278896033793	@telegraaf Poetin zei Rusland heeft al een vaccin!	Neutral	Unrelated	
1306211815752429568	"Ik geef binnenkort een lezing over autismebeeldvorming en er is me ook gevraagd om kort uit te leggen wat autisme is. Ik wil daarbij zo'n soort plaatje gebruiken.

Graag feedback! Wat vinden jullie van de woordkeuze bijvoorbeeld? https://t.co/WEUYuIgDqb"	1306229671072329728	@AtypistAnne Ik vind âm goed! Heb soortgelijke plaatjes wel vaker gezien en ik kan mij er wel in vinden. Bij die cirkel vraag ik mij wel af of meer naar het midden dan âmeer last vanâ of âminder last vanâ betekent. Is bij prikkelverwerking het midden âmeer last van prikkelsâ (1/2)	Unrelated	Unrelated	
1306258468417003520	Baas Amerikaanse RIVM: masker garandeert beter tegen covid dan een vaccin. https://t.co/DHO4fQRXBi	1306262269442101250	@erikmouthaanRTL Dat wekt niet zo veel vertrouwen in het amerikaanse vaccin!	Neutral	Neutral	
1306215105101733890	Nieuw dagrecord: 1.542 personen positief getest op coronavirus: https://t.co/VpXRyymuNK	1306268185029758976	@3Groter @DSoeren @NUnl En je bewijs is een foto van een poster? Sterk.	Unrelated	Unrelated	
1306244701490733057	10 jaar Rutte: een ravage. #10jaarRutte #FVD https://t.co/0nbRPXjDk9	1306330972456202243	@thierrybaudet Zou elke nederlander bij zijn DTP prik ook gedacht hebben dat Bill Gates daar achter zit? DTP helemaal weggevaagd sinds vaccinaties en nu bij Covid âde overheid wil je controlerenâ	Unrelated	Unrelated	
1306324857303576581	"Vaccinatiespreekuur verliep goed. Naast de MenACWY, waar ik al eerder over schreef, was er ook ruimte voor de HPV vaccinatie bij pubermeiden. Als laatste ons ""normale"" inhaalspreekuur voor 4 tot 18 jaar. Van Pneumokokken met DKTP-Hib-HepB tot BMR met DTP. Alles kwam voorbij."	1306345065124696070	"Nog even over die wratten. Het vaccin wat wij gebruiken is niet bedoeld tegen genitale wratten maar tegen kankers door het HPVvirus. Er lijkt toch wat bescherming, maar niet overduidelijk; https://t.co/RdrkPvN04Q"	Unrelated	Unrelated	
1306343578160058370	kkr corona gaan we pls allemaal manifesten dat dit weggaat binnen een weekje als we samen manifesten lukt da sws smh	1306347226571190274	@Studbywx vaccin mijn kont man die komt pas in mei pfff	Unrelated	Unrelated	
1306234854149959681	"In deze coronatijd hebben we nood aan openheid, nuchterheid en nuance. Om aan te duiden dat we de maatregelen moeten blijven aanhouden. En om alles in het juiste perspectief te zetten.

Meer info via: https://t.co/9BWARpTDRD. https://t.co/fy8tRO8rDJ"	1306353215219421193	@Nico_bxl2 @seldeslachtssbe @JoBoeyden @BenWeyts Lees wat hij (z Bill Gates) in andere vaccins stopte en de 1000-den doden die hij daarmee veroorzaakte in Afrika, India...	Unrelated	Unrelated	
1305528946386186240	De coronaperiode heeft ook goede dingen naar voren gebracht: de ontschotting tussen sectoren, de digitalisering, de kracht van de eerstelijnszones. Die energie laten we niet verloren gaan, maar gaan we inzetten voor hervormingen die het verschil maken op het terrein. #voka_hc https://t.co/6UF58zckbX	1306474641951686658	"@wbeke Ik zal de slechte dingen dan ook maar eens opsommen;
-slagvelden in WZC's
-economisch slagveld
-onbekwame minderheidsregering
-dwalende virologen
-onbetrouwbare prutspartijen 
-hoge boetes voor de brave man/vrouw
-giftige corona-vaccins die ze aan mij niet gaan verkopen"	Unrelated	Unrelated	
1306438523671764993	Zo gek nog niet! https://t.co/1zbAMHVQu1	1306479644498104321	"@lunaticoutpost @Hansje49544618 Gewoon achter in de rij gaan staan en zo nu en dan vriendelijk tegen degene achter je zeggen ""u mag wel voor gaan hoor"" ð en voor je het weet zijn de vaccinaties op."	Unrelated	Unrelated	
1306467978502963202	Ik ben natuurlijk geen arts maar Maarten heeft er veel verstand van heeft hij hier voor diegene die er wel enigszins in zitten een punt? https://t.co/b9XBtCaQJz	1306481163045830661	"@Twittelier1 @Happsouly Het griepvaccin is ook elk jaar nieuw en anders, dus we zijn wel gewent om dit te doen. Desondanks valide vragen waar ik niet het antwoord op heb, ben geen arts. Wat wel is dat dit platform (J&amp;J zeker) eerder is toegepast en daar registratie van is na jarenlange studies"	Unrelated	Unrelated	
1306485954031562755	"Er is een studie uit (ok, iedereen weet ondertussen wel hoe ik over bepaalde wiskundige modellen denk, maar sommige ""kunnen"" wat ""beter"" zijn) die imho het Zweedse #corona-model, en de recente evolutie van hun cijfers, enigszins zou kunnen verklaren ..
(h/t @JohnDStats)
1/n https://t.co/N3HOr2cGd8"	1306486181123809281	"""Simpel"" gaat het als volgt:
1. zoals bij elke epidemie in het verleden is het ook bij #corona zeer belangrijk, met of zonder ""vaccin"", dat een groot aantal mensen het virus hebben ""uitgeziekt""
2. er is een duidelijk verschil tussen sterfte onder ""de jeugd"" &amp; ""de seniors""
2/n"	Unrelated	Unrelated	
1306247039894917121	Ik vraag me af, hadden de Mexicaanse griep en de Spaanse griep ook een 'tweede golf'?	1306486719173267456	@hazandvliet @kimzs09dv Bij de Spaanse griep waren er geen vaccinaties. Gebeurde tijdens het laatste jaar van de 1e wereldoorlog. Ze hadden niet de kennis, technologie en de tijd om aan beide te werken. Quarantaine was het enige dat iets hielp	Unrelated	Unrelated	
1306485882732544001	Toch alleen N en Z-Holland toch?En wat betreft DE als je 2 of meer dagen verblijft.Wat onzin is,want als je elke dag op en neer zou rijden,dan kun je (voor 99,8% ongevaarlijk virus)het niet oplopen? https://t.co/HaLYjZSxLi	1306489466752847872	@Breakingnieuws1 Alles om de angst te maximeren.En waarom? Om hun eigen falen met de enorme paniekvoetbal die men heeft gespeeld te verbloemen?Om de centjes die ze anders mislopen met die vaccinaties? Of om nog meer macht en controle te vergaren.	Unrelated	Unrelated	
1306239103923564545	NIEUWS: besmettingen lopen te snel op: kabinet haalt gepland overleg dinsdag naar voren. Vrijdag al overleg over maatregelen in regio's met veel besmettingen. Mogelijk al regio's naar 'oranje', met aanvullende maatregelen. Die dag ook persconferentie Rutte en De Jonge. #corona	1306499149890756608	"@keshy2020 @Nexitnexitnexit @EdwinArends2 @fonslambie @RTLnieuws https://t.co/VyIJTmgf2F 
is het luisteren waard, hij heeft het over "" de  vaccine ""  
Keep an open mind â"	Unrelated	Unrelated	
1306519899024568320	"Gemeente @Lansingerland heeft vragen van @DukMenno van @GroenLinks_LL beantwoord over Plan #Buyten op #Wilderszijde . Het moet gezegd dat ze er inmiddels zeer zorgvuldig mee omgaan. Zelfs second opinion van @DCMR. (1)
https://t.co/mHVBN4X4xD"	1306521848352567296	Belangrijk is dat kopers erop wordt gewezen dat als straks hun woning door de procedure komt, die waarschijnlijk alleen leefbaar is zo lang alle ramen gesloten worden gehouden. Overzicht over informatievoorziening dat aan de gemeenteraad is gestuurd: https://t.co/vq83gYDrGI (4)	Unrelated	Unrelated	
1306477037968859136	"Vincent van Gogh meets Climate Change
#Hurricanes https://t.co/yjZ07Trxov"	1306552928472387584	@BVerheggen @ToekomstNL Dat is hier niet echt te zien. https://t.co/fR399UF3G0	Unrelated	Unrelated	
1306568730948886528	Deze gaat dus de prullenbak in. Voor ons geen griepprik meer https://t.co/bnvdvkEdSO	1306603108211077121	"@LilyvL @Frija_Sims @jokebronkhorst Want in jouw ogen is een ervaring van een ander een leugen? Dat is knap... 
K ben niet tegen een griepprik maar vind het ook niet erg als mensen hem vanuit overwegingen niet nemen.. kan ik me echt totaal niet druk om maken."	Unrelated	Unrelated	
1306557255098208258	"Als je dit als blanke schrijft en overal waar nu wit staat maak je zwart van sta je voor de rechter en ga je de bak in.
https://t.co/NRnrRHcsAh"	1306628184910319618	@LavieJanRoos Ahhh.. Gossie.. Wat een slachtoffer. Zoeken, prikken en nu zelfs teksten herschrijven met andere woorden. Hoe gek wil je het hebben. Get a life Jan Roos	Unrelated	Unrelated	
1306644350546345984	"@MinPres @JoelVoordewind @Tinekeceelen.
De schrijnende situatie van kinderen in #Moria en ander opvangkampen voor #vluchtelingen op Griekse eilanden vragen om humane en compassievolle actie die verder gaat dan wat het kabinet nu van plan is.
Hopelijk inspireert dit draadje!
1/8 https://t.co/Cpi02vIaA3"	1306645595684311040	"We zien kinderen in een menigte vluchtelingen waarop door EU grenswachten traangas wordt afgevuurd.

We zien kinderen die in de buik worden geschopt door een cameravrouw in Hongarije, kinderen achter met scheermesjes versierde rollen prikkeldraad of in Amerikaanse kooien.

4/8 https://t.co/pEvgSWWhNB"	Unrelated	Unrelated	
1306611982272000003	"Het is #WorldMantaDay Op DuikeninBeeld vind je verhalen, duikreports, filmpjes en info over deze prachtige dieren. Heb jij wel eens met ze gedoken?
Kijk op https://t.co/JR0A3qJ7qX #duiken #manta  @wnfnederland @MantaTrust https://t.co/4qhlsqMyHk"	1306660703189831680	@wnfnederland Thnx! Daar bij ook nog een haai en een schildpad https://t.co/9MGJMC3c2g	Unrelated	Unrelated	
1306660809901305856	De burgers willen oplossingen. De burgers willen een regering. Geen impasse. @cdenv https://t.co/v4Q3khR4JR	1306678828392239107	"@ServaisV @cdenv Ik wil graag weten wat u hiermee gaat doen. Uw partij is hier medeschuldig aan maar weigert mij te woord te staan ð

Hoop dat u goed slaapt....

https://t.co/3gaQNaoG5v"	Unrelated	Unrelated	
1306596944509153282	Zou zo graag de hele dag chips willen eten, maar na de ongezwavelde abrikozen neem ik ook nog maar een banaantje.	1306679737268436995	@sonjawassenberg Boordevol vitamines, zeker de paprikachips	Unrelated	Unrelated	
